RegionID,RegionName,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022
394367,"Baton Rouge, LA",169623.9125,170634.817,169659.7878,170000.9717,169921.4785,170120.1508,170618.0095,171106.1109,171232.8635,171799.402,171630.9325,170559.2842,170958.9502,171994.8854,173315.8552,173048.9462,174683.5498,174502.2274,175373.3692,175356.7986,175841.4217,176174.8021,176312.9973,176850.6551,176367.9092,175620.9517,175297.3872,176619.026,177581.1502,177624.7642,177845.5144,178328.3985,178831.3374,178033.5785,178371.5323,178220.0753,175978.7865,175849.0196,177389.1958,179084.8831,180661.0343,181643.3965,183742.546,184798.2406,186903.9084,188702.6481,189942.1476,192252.61,193586.8921,193546.3126,192091.2637,191710.3177,191570.7607,192144.8189,191237.1383,191313.6176,191298.5888,189909.8265,188473.3488,189532.8725,188502.7715,188389.1015,187247.9092,186811.1857,187632.4659,187992.537,188428.1828,188022.0939,187543.677,187274.7355,187417.6872,188715.1283,189357.3094,190564.3784,192668.7145,193184.4018,191717.8344,191933.1026,192643.4491,192304.0304,193066.9962,193301.8144,196324.7038,196257.0944,197098.5325,198441.0998,199017.1291,200493.5286,203923.5447,206622.9358,207985.5651,211348.115,212133.6027,214276.0806,216957.4857,219864.0106,221643.7053,225349.0129,229395.4009,232318.0502,234635.3714,236547.0965,237019.9258
394388,"Birmingham, AL",140340.0677,141121.6017,140593.5132,141641.1435,142785.478,143647.5329,142946.7487,143017.1218,142990.2843,144017.9119,144651.232,143768.1136,144302.3438,145348.167,145418.5547,145900.1772,146379.5766,146290.3377,147146.4835,147452.2637,147876.8374,147857.9124,146991.7964,147470.1704,148407.5945,148719.1002,149883.079,150887.3192,150313.8402,151106.2839,150591.1308,150369.7863,151150.1337,152335.9922,153846.3343,153455.973,154064.6088,154653.7145,155493.0481,155509.0814,156083.0505,156667.539,157231.7267,157928.1395,158257.9639,157997.1192,157799.2309,159954.7177,159854.267,160927.009,161648.3431,162953.7916,163996.0043,164303.2336,165644.4038,165799.7368,167042.3027,167071.0565,167575.0617,167961.4806,168401.2548,170213.7571,170663.3157,170458.2242,172103.0023,174222.0547,174850.8463,175319.0909,175573.1583,176401.4244,177396.0976,178660.3513,179356.143,180829.8737,183971.4909,184863.198,185632.4651,185806.3198,186200.607,188948.3035,190696.1286,192410.6966,194119.3647,195438.5782,198600.9845,201655.1621,203637.2271,205414.5504,208809.8588,211570.2117,216123.102,218131.4035,220137.3685,223044.8218,226393.2531,230254.581,231205.2222,236142.5821,238875.9186,242892.1408,244989.5636,246867.1596,246531.864
394399,"Boise City, ID",187602.079,189112.197,189495.6537,191722.9013,192135.7152,191810.8346,191246.6173,190551.2575,190953.7949,190504.1594,190285.2684,192102.0302,192918.5893,195797.134,196566.1541,200336.7786,201759.2082,202554.1735,202388.1372,204098.9078,203330.4036,202745.8148,203563.8002,206206.462,210028.4845,210291.6621,212302.1617,213666.4733,216725.7181,217223.8765,218070.4114,220083.6297,222825.6461,222666.9727,223508.8701,225473.0963,223232.902,228095.0391,229969.5716,233652.4835,235129.1493,238036.949,240516.6936,241306.5731,243719.9119,245212.6728,248374.5338,249120.4576,251779.0286,255594.0487,259094.9066,262446.9024,268804.6056,272901.0644,275234.9004,278323.3459,281046.3209,284391.7433,287514.6418,289540.652,293176.9438,295343.5936,299563.8974,299815.1488,301724.5236,303141.4025,305640.8668,310116.6121,311612.6864,314347.9626,315620.2664,318595.8004,321298.0516,326835.2073,330651.5341,333206.2446,334829.0389,339593.024,341162.5533,349470.1494,356145.8044,367740.3333,380600.7858,395058.9649,408827.5527,424625.2281,437070.2653,462000.3443,466785.448,492683.9554,502805.8098,506150.7942,505398.2329,502877.2281,496928.3387,503909.636,516578.7589,517415.1008,513115.7198,515517.9413,518457.7561,517035.0012,504032.7261
394404,"Boston, MA",375760.9333,376569.6138,380863.0047,385511.5042,387625.0179,390061.1913,390254.1967,389552.3184,388560.3876,387167.5559,387658.3029,391429.4006,394096.2883,396135.1885,399215.1553,399952.3618,404639.7476,406675.8066,408178.494,408987.8883,408892.5329,410354.3989,410039.4503,409302.4705,413907.4142,415359.0426,418432.2706,425429.4971,429859.9184,429830.3805,429520.239,430061.8914,432306.4654,431539.7007,435192.8122,435034.099,435103.8552,438562.8374,442927.0599,448516.4127,452927.4612,455737.201,458453.2808,455451.2121,458145.9935,459184.7174,461619.1071,461738.0178,464765.6018,468527.6796,474480.0295,478185.6465,482541.4271,484724.1373,483225.1997,483100.4018,482067.0903,482547.6161,481879.4365,482678.6445,483819.1061,483557.0988,484163.3603,487571.3938,489529.8653,491081.3788,489280.2161,489190.8597,491396.7686,489293.9701,489394.0804,492519.1219,495052.5651,495316.8083,503674.0635,505762.2155,505921.8683,507208.5842,512032.1953,518777.3056,524013.0301,530247.9991,535424.0346,541071.5261,544227.4599,553040.3418,559550.4383,568679.0385,582342.234,594360.4063,598743.0967,602351.3308,604209.1057,606621.9608,610074.7972,613725.2244,620330.6478,630863.5639,642479.9805,656778.3408,663687.744,665083.1963,660229.6808
394405,"Boulder, CO",370762.7741,373398.9257,380223.3743,385889.1315,386259.6691,388761.9711,390166.7491,390809.8272,389780.6935,393624.0203,397354.2269,400923.3253,407034.8543,409622.9753,415441.1977,418420.0313,427042.2078,432651.4943,436748.5593,442805.8261,446595.5949,448579.2378,456296.7944,467671.8984,471405.8627,467711.6821,478053.6385,482175.0166,486248.2188,491868.0704,494489.931,494996.148,496517.3993,498874.2487,502154.7591,499919.3503,505230.3782,513245.3837,520566.8132,525634.7829,521149.5648,522841.6839,524048.2496,523731.1159,524698.1229,524776.9894,529156.3896,535135.5001,538065.4684,538893.9172,543082.6912,546913.6851,552499.5591,554499.1809,556137.008,555521.2602,556807.8415,559321.6693,557867.5122,557762.3846,562729.1718,565034.648,569741.7042,574708.3607,575385.0922,573749.1101,573224.2612,572493.0432,568855.0609,564006.268,569307.5394,572700.0202,574691.3508,573176.396,580545.4676,580799.8639,580090.285,582001.8575,583091.7527,586048.8406,589930.6564,597872.2321,602026.9871,605280.6192,616103.7288,630335.1894,642012.0039,660138.9099,683345.4492,703282.741,707355.5782,710761.6484,718912.6273,721521.2001,735683.1307,751057.2923,765494.6678,775027.5702,803865.4887,824057.9081,835249.4106,810505.3988,794673.8458
394415,"Stamford, CT",399008.1565,404508.1437,399777.3616,406076.8284,404584.9026,407363.2313,406070.0622,402320.3946,400517.2001,400383.4516,397655.6079,399468.5492,389613.8165,395177.6594,401214.7607,402496.1109,407123.2894,409773.8041,409575.2063,407834.1698,404896.4962,401857.9478,399371.7598,403334.0722,406205.5162,408120.5558,413785.3558,410637.3483,411353.3295,411432.9277,405658.3448,400319.3309,398752.9084,397187.0726,402275.8308,405594.5654,407005.3003,401629.3829,408107.467,411068.2498,413837.7627,411662.3485,413417.6698,414475.8142,410792.112,412090.1297,414821.4172,410783.6393,408512.3606,414535.6766,414394.514,416263.8391,413622.4001,419983.0217,420980.7546,419261.997,419701.0298,417336.1014,415048.0917,419959.0448,412294.9934,415109.9511,419559.3491,420366.2943,423268.325,417837.3943,414422.861,415444.4901,413575.2448,415346.5241,413800.2562,412661.5215,413149.4145,412591.715,413810.1103,418754.6928,415691.2846,422626.4396,429607.7057,434060.4163,443208.1618,451272.9087,453747.1162,459113.7106,464490.4176,467960.9211,478180.838,484657.4237,500720.085,517019.6153,519397.0277,517626.2471,517827.4422,520912.2243,527630.3492,527656.9597,527443.8457,542626.3398,545998.7774,560775.5322,570011.4349,576246.6497,577781.3128
394425,"Buffalo, NY",133069.0802,133754.1458,133859.2002,135292.7618,134748.0346,135446.3704,135818.4465,135987.6495,135725.2342,134702.9742,135141.8778,135026.6782,134333.1711,134659.727,135087.4905,136821.5171,137832.6822,138060.2305,139374.9263,139635.9334,139453.3414,139476.9671,139382.125,139191.4774,139197.8651,140296.5882,140590.196,141520.8245,142431.3871,144169.809,144149.2973,144784.6206,144429.4423,144745.8258,145019.7093,146302.8141,146194.1359,147788.4486,149421.9669,151444.7447,153119.2759,153636.8634,154729.4376,155979.6899,156136.012,156319.964,157534.6071,158316.1296,157878.6728,158757.2828,160164.868,161466.4609,161809.5676,163407.8541,164963.3273,166207.9355,166686.2084,166085.5222,165636.9818,165644.8494,167245.2804,168016.6295,170787.8551,171395.885,173240.5387,174298.3487,174118.9192,174787.3773,174832.2401,173431.5894,175232.2989,175931.9835,175712.3163,176582.46,177731.6153,179404.9344,178933.9513,180290.3224,183026.7912,186345.984,190022.6014,191319.6526,194413.9939,196842.5553,197459.2665,199858.0135,202195.6699,206212.3002,217463.9866,222671.4695,227020.7004,226921.6843,226682.063,226815.8247,227679.1077,227543.1984,230720.0694,233856.0839,241656.3065,245780.8233,248241.9162,248994.506,249777.3174
394440,"Fort Myers, FL",179364.109,179552.555,180567.8961,181503.5969,183197.8764,184659.6645,184134.3348,184462.5301,187405.8362,189138.2207,190431.8871,192334.9681,195160.9804,197080.7564,201158.1624,199730.8267,201343.293,204001.2869,206175.6854,208754.3939,210561.266,212332.988,215931.3478,217850.9657,217442.7861,221304.0972,218950.9534,222416.1669,222469.8515,223795.4278,225250.0008,225365.7459,225850.2345,229257.7355,229823.8557,230073.7945,229237.951,227871.7316,230534.8465,231479.4851,232584.9393,232332.0259,234028.3452,233162.3807,232639.635,234332.6681,234195.9606,234245.9884,237691.2452,236596.7567,238197.8133,238903.8275,238985.9524,240550.7078,238871.4158,239310.1671,241282.3107,242550.099,242732.4839,244708.3892,238796.2128,241654.4559,241382.9638,240921.1525,239971.9553,241776.7065,243354.1605,242951.1934,243183.9717,241762.4123,242433.9342,241225.5099,245133.8777,243565.9109,245002.5471,248537.2294,249337.9596,246924.4837,251580.7461,253477.3926,253230.2035,256635.8828,259465.183,259632.6474,263649.2386,266316.0172,274626.9103,281092.5486,293460.7543,304543.2113,314720.3014,327340.9719,338884.6167,346858.4861,350864.7049,359271.627,370019.1176,389782.6092,403451.1984,423046.3449,429445.7464,432549.4635,430344.4263
394457,"Charleston, SC",208575.119,210089.0259,210939.0924,211135.9766,212253.3019,212392.3229,213211.2514,214183.3524,214158.855,214287.5199,216558.134,217533.5294,217927.806,219331.6994,221382.0582,222277.4564,224522.6675,225647.1849,226420.9259,226399.1214,228157.925,229524.9945,228255.3852,230754.9667,231505.7696,231276.7854,233687.335,235942.6198,236896.4722,238290.7515,239489.4137,240652.9235,241694.7671,243589.1043,245316.0874,244824.4124,246392.8903,247337.518,248995.7299,249934.7782,251091.2847,253251.9915,254251.555,255912.5546,256348.1648,257669.6102,259767.1152,261019.7236,262901.0077,263999.0745,266659.9837,267612.1949,268648.7215,268776.3406,269444.3585,270531.9972,271565.6363,271837.1337,271583.3871,271855.8888,273247.1778,274081.312,275890.4214,276483.3458,276666.1963,276896.8141,277496.979,276740.1615,277396.7344,277737.8378,277858.1098,278556.6692,280313.91,281885.1206,282233.8815,282987.6975,284813.8365,285848.1177,287518.5805,289581.2644,292227.5613,295428.2094,297426.5212,299885.5737,303329.0886,307478.7504,311972.6396,320012.0775,325177.717,335334.3574,344199.9759,350674.5134,355683.0512,360208.8605,367978.0244,373393.2121,381598.5339,392768.7353,400662.9952,409481.732,417967.0735,423161.2544,424636.0129
394458,"Charlotte, NC",166276.6809,167856.8679,168763.9551,168816.7802,169278.7515,169245.1156,168841.3828,168816.5312,169102.9124,169137.4959,169416.2445,170295.751,170875.576,172612.7425,174947.0143,175556.8587,175689.8809,177199.7827,178528.6274,179764.469,180229.343,180679.2849,181286.9694,181102.7068,182118.6084,183666.0639,184283.8525,186190.3078,188144.3934,189202.2409,190350.4049,191015.1503,192374.2472,193768.0243,195406.9144,197171.5157,198435.124,199236.2016,201888.0303,202916.2982,203657.3154,205202.1016,205523.9323,207495.2144,208934.0083,210829.9958,211932.9761,213803.7687,215355.2464,217129.3112,218660.8592,219987.9959,221849.5373,223357.2123,225293.7427,226167.4622,227308.8964,227378.6093,229434.9676,230797.2944,232217.0633,232435.5837,233903.5213,235148.1322,235713.4669,236515.4536,237267.874,238093.0715,239178.3351,241680.9946,242651.2156,243969.2487,244634.2152,247402.2416,247983.4538,249910.0129,252096.6466,253373.0556,255831.4453,258836.2241,260849.6447,264336.646,265883.2507,269389.6813,275430.9645,278627.0441,283715.0253,290192.089,296824.9238,306157.712,314474.538,320571.168,327389.9022,332599.9443,338958.8966,344713.5487,352957.7029,362015.3982,371331.4896,382281.4416,387179.8685,389590.8332,390944.1201
394460,"Chattanooga, TN",134939.2401,135670.2887,136093.0729,136013.5934,136313.0062,136809.2314,136553.1988,136521.9736,137047.3992,136907.0554,136918.6149,137317.19,137031.5783,137614.4967,137799.4833,138686.137,138982.7435,139834.9258,140774.8994,140853.1403,141137.3995,141164.9207,141702.0753,142040.7422,142435.7854,142933.925,144136.4656,145190.5788,146216.9535,146616.4589,147372.65,148478.3135,149405.9119,149756.5264,150724.1247,151311.2287,152471.3086,153191.1999,154658.0677,155485.7395,156579.3349,157924.623,158901.9339,159729.8035,160660.1121,161495.0133,162071.322,162703.2829,0,162344.5792,163366.9249,164680.102,166179.619,166683.5213,167632.3346,168400.9277,169318.0766,170471.0914,170935.8818,171961.039,173471.993,174223.1572,176224.7561,176847.873,177589.722,178177.0604,178769.1134,179663.8724,180187.9949,180618.716,180077.1049,180617.7799,180971.6523,182093.1053,184095.3939,185436.1595,187360.5058,188590.7389,189650.9784,191655.1853,192727.414,194649.2858,0,203371.5248,206976.9882,209763.8699,212005.5826,214100.3193,218755.1494,224669.6051,229781.7839,232000.8249,235788.4699,239126.512,243405.7928,246294.0942,252622.3699,259347.6906,263359.5146,270164.4134,274635.7367,277295.8644,279196.2515
394463,"Chicago, IL",196040.4877,196926.0945,197329.9707,198994.8416,201409.1113,202869.9708,202652.5894,202241.0344,202743.3143,202147.8069,201686.4835,202401.1801,201958.0381,202701.7469,206033.4359,208049.2326,208576.9521,208661.6551,208987.7525,208097.8514,207350.6717,207461.3106,206617.6048,207913.8458,209012.1325,211490.0032,213280.4137,214671.8257,216274.5528,217074.072,217601.0045,217434.6206,216725.4214,217239.2631,217980.961,219063.3745,221086.4872,222745.474,225693.3188,227870.3952,228791.2359,228973.2697,228795.4568,229021.0724,228843.8825,229562.997,229791.0653,231236.7851,233013.8388,233802.456,235200.2692,237625.6351,238674.2596,239399.1523,239206.8192,238820.5497,238818.6156,238285.1908,238062.4804,238171.1702,238428.0218,240140.0169,241614.0348,242929.6176,244146.6767,243951.4187,243536.1727,242979.0487,241652.3523,240912.5813,240516.5854,240203.4595,241384.23,242512.5241,244037.2342,244837.3422,245484.43,246277.0821,248203.3335,249539.4418,252869.612,255174.1364,255543.9289,257700.8387,258443.7582,263249.8651,265948.2036,270735.374,274547.0663,279819.9486,283645.2182,285714.6027,286265.9133,288899.1037,290304.8879,291998.7022,294814.3682,298667.8241,304076.7795,308802.1056,314032.3783,315084.4246,314178.5506
394466,"Cincinnati, OH",139844.9258,141361.8427,140929.8274,141321.7334,142146.2446,142484.463,142377.3922,142213.4707,142541.6623,142302.2131,142874.9147,143212.5052,143884.3324,144437.1931,145200.5503,146236.2168,146794.7247,147354.2749,147795.62,148627.5669,149043.1228,148914.7733,149361.5733,149454.95,149960.7312,150297.3911,150970.6073,151627.594,152982.918,154028.0457,154793.9569,155474.4429,155620.9476,156786.0811,157883.1423,158762.3847,159124.4372,160760.3087,162254.8189,163604.6627,164621.1577,165174.7072,165623.3427,166621.3397,167079.8781,167405.1618,167547.8864,168071.8198,167803.1876,168774.4453,170766.0608,172949.6429,175782.2182,176513.6384,176882.0159,177375.9887,177175.6709,177565.6915,178331.5512,178928.7111,181001.6941,182677.9557,183322.1494,183916.903,184665.2804,185210.3678,186175.821,186509.8701,187529.3681,187082.7186,187137.7976,188189.0612,189098.9482,189566.4099,192358.6229,194051.4129,196168.1675,198120.8174,198772.2724,201186.7207,203246.5637,205733.6013,209194.3911,210813.8151,213110.7773,217800.4228,220644.2849,223724.9565,226648.052,230204.2205,235109.1524,236785.3703,238854.4414,239798.2112,241130.5421,243888.2296,246078.5306,250110.3645,254504.3291,259185.151,263310.8763,263810.2335,262352.5581
394475,"Cleveland, OH",121764.1487,120208.1966,121681.1016,121823.9106,122461.2801,123509.1389,123325.3932,122416.9433,122598.2786,122746.6882,122420.55,123233.9293,123649.1169,124821.0445,125462.6845,126258.4891,127358.2103,128087.0708,127911.7871,127694.0224,127672.7508,127659.5572,128025.865,128180.335,128009.6438,128561.5422,129664.4855,130382.9142,131237.475,131973.1511,132429.4183,132824.8599,133374.5446,133500.3312,134474.5302,135256.4782,134911.0538,135670.4127,137961.3508,139816.3015,140754.2018,141026.641,140881.1858,141473.6065,142403.4298,142788.6113,142681.2754,142940.6147,143572.6991,146671.5818,147350.5013,148041.2575,148543.6986,149289.4129,149626.0889,149340.587,150295.2503,150359.2136,151230.8576,151999.7726,152380.8063,152520.8005,154543.3496,154720.1831,156841.6488,156897.4675,157479.9622,157682.9516,157297.6705,157389.3306,157303.5876,158570.8016,159798.6023,160476.1222,161775.445,163910.4645,164340.2554,165432.8263,167577.1006,170277.809,171882.015,173992.0215,175083.7317,175852.1696,178281.4346,180468.8671,183740.5253,186906.294,193151.0046,196934.3976,198629.1237,199349.2646,200950.3451,200822.4349,201901.8672,203853.8267,204619.6184,208634.6582,211799.4274,216765.4012,219523.7161,221312.0481,221356.5625
394483,"College Station, TX",158153.9944,158839.5154,160281.419,161683.2525,162517.5291,163894.5291,164551.481,166273.6517,167103.6737,168050.4646,168619.5664,169289.4399,170753.3624,172075.1878,173360.9119,174731.3022,175868.5254,177216.4948,178482.4122,178602.6536,179328.7708,180031.7033,180512.3414,181812.6151,183110.565,184546.8479,186005.4973,187270.6141,188803.365,189801.6094,190875.3806,191765.9487,192946.7937,192772.5594,194157.43,195446.8281,197258.9949,198656.8044,200264.6623,200972.9716,202230.1512,201942.3293,203666.8129,204251.3599,204607.581,205414.4607,206261.2075,207541.3374,208545.1492,210002.7511,211182.0042,212208.3465,213207.9007,213551.6732,213720.7207,213783.2998,213992.9248,214718.1286,215668.6818,216243.7052,216908.7422,217402.096,218469.8347,219132.2072,220079.1594,220165.4964,220400.9919,221192.1655,221979.6305,0,0,210085.2929,210924.5748,212163.8942,212715.041,213742.7617,216020.6274,216928.052,218297.943,219521.194,221260.2126,222982.636,224530.5764,225086.219,226320.7755,227342.0733,228961.7225,230154.9973,232276.7132,234607.4139,237168.0133,239541.0233,243138.4041,245052.3915,247374.2929,252295.5376,255038.0289,260881.6885,265562.8272,269783.069,273868.1056,280042.2365,282119.0604
394484,"Colorado Springs, CO",217519.4277,218863.8483,219584.516,219471.3934,220250.4328,221323.0867,221626.6396,221122.9969,221748.8746,222912.4631,222237.9567,226461.6545,226212.2162,226817.0934,228487.973,230270.9555,233006.0294,232429.0306,232835.2079,233425.5094,234303.4714,234696.9419,237180.7733,237151.9981,237547.095,241999.5542,244451.5374,247213.3231,248021.1569,250073.0562,251156.0066,251529.6543,252725.9385,253946.399,255810.512,259051.1685,261013.453,263003.7467,266210.805,267910.3487,270779.4554,272562.0869,274410.596,276324.3157,276986.8474,280225.6195,283093.0713,284570.4608,283830.1405,286789.7365,289927.6771,293102.1237,295721.2201,296531.5779,296513.5754,296971.5894,299239.6722,301395.0233,303197.3227,305349.9406,306696.4091,308671.4939,308918.6714,309172.1732,310610.6702,311955.6008,314068.5404,317043.4679,319589.4055,320148.8785,321401.972,323605.2409,326633.8396,330604.9138,334822.7741,337643.4679,339237.6817,340688.3383,343809.1556,347139.5297,350638.4969,356673.6619,366533.7665,368683.8903,375625.5328,380243.6546,0,407181.5792,418827.6356,429492.8363,436352.8617,442966.9298,449817.7549,453204.9541,456895.4582,465932.9086,470514.8711,477235.2107,483986.9809,496219.6941,499823.0794,497593.2321,489457.039
394486,"Columbia, SC",135502.943,135305.7573,135846.4422,136355.9483,135477.3906,135988.3191,136030.2199,136042.8195,135342.2256,135330.4954,135734.3472,135194.7052,135147.1824,135445.3739,136120.6798,136055.7218,136835.0971,137299.4068,137802.5512,138015.0566,138501.5248,139428.1177,138734.0469,138172.0607,139638.1847,140213.0428,141059.7468,141759.6999,142306.0976,142190.3822,143083.9535,143808.2878,144106.3601,143570.4662,144698.7741,146034.7177,145933.3408,146929.2555,147635.3041,148855.231,149119.03,148738.4136,149032.1101,149095.4993,149033.2905,149030.0399,149529.5721,149805.7842,150197.5142,152050.7578,152447.206,152619.8578,153351.8005,153539.6337,154343.4802,154547.8738,155005.0742,155314.8525,156880.2317,157637.4053,158256.1887,158240.8152,158685.0576,159652.2188,160261.3609,160670.5455,161452.2756,161772.5127,162050.2201,162977.2472,163423.1965,163609.9982,164204.515,165218.9349,166205.8793,166192.078,167846.5035,168640.057,169924.8052,171025.1408,172406.6311,173944.1506,174866.3972,175942.4016,178350.6299,180771.4654,183326.1822,185308.788,189396.2441,193424.4596,197316.9883,201071.1677,204231.2887,207293.8774,210421.6983,213903.4065,217774.0299,222522.9898,227601.4253,232372.3299,236096.6171,238510.417,241169.3042
394492,"Columbus, OH",149663.1755,149932.1387,150190.946,151067.4221,152509.7066,152988.6555,153359.4869,152834.9912,152740.7581,152563.1895,153429.9805,154281.0481,155261.427,156850.9712,158441.5185,158807.2265,160305.8012,161378.1121,162196.2687,162431.3495,162942.902,162834.8541,163307.0213,163781.3808,164531.4129,165099.2832,167149.5926,168998.5529,168974.2866,170045.4704,170829.6663,171355.9663,171460.6564,171539.7791,171761.3201,172342.0295,174723.3268,177084.032,178283.6943,180026.1736,181782.7942,183324.7946,184070.6075,185292.2348,185939.0161,187433.1256,189058.5672,189821.5809,188288.8506,188630.8051,192604.306,194950.4844,197677.4544,199225.4408,200207.026,200646.3915,200343.1691,201703.6675,202067.1282,202165.3226,204377.1035,206083.4094,207780.6096,209283.2119,211716.2849,211980.8922,211897.8272,212569.838,212993.9356,213475.1444,213454.6693,215011.5035,217174.2701,218553.4604,220299.0412,222710.9894,224151.2354,225192.4876,226681.9731,228882.8469,230074.1664,232456.721,236549.6807,238686.1412,241718.5492,244585.7795,248996.9829,252664.7446,258662.9441,262825.0495,265414.6044,266987.9685,268595.4838,271363.5616,274346.1693,276738.589,280444.4948,285680.5815,290239.2563,296127.9901,299036.0152,302143.8748,303833.9834
394514,"Dallas-Fort Worth, TX",163998.4794,165433.0648,166809.16,168115.1249,169525.1225,171108.3726,170715.4672,171090.1806,171720.1169,172855.7039,174685.3813,176066.2077,177027.5003,178912.9223,181414.2231,183607.7787,185909.8945,187975.2536,189337.549,188477.1326,189756.9958,191474.5823,193141.9096,195515.6834,195910.0001,198028.3664,200503.5562,203047.7531,205603.992,207302.9762,209247.3698,208223.5613,209738.4094,211987.948,213832.4386,216181.7978,216977.1196,219527.9014,221263.3126,224132.012,226175.3378,227461.2078,228414.3538,228178.6113,230077.6087,231889.3383,233444.4149,235064.8071,236626.0028,239248.2677,241517.4927,243430.1046,244867.5062,246372.3827,246588.0861,246304.2983,246686.3678,247562.4295,249073.427,250833.2155,252389.4731,252671.9884,253599.6762,254642.6177,255256.2123,255128.7259,255383.8296,255432.6584,256316.4819,254896.1211,255966.158,256029.763,257706.2041,259200.0713,260878.5514,261736.2603,262401.9178,264082.4567,265106.9038,267471.4833,269487.9635,272430.0838,274574.3413,277596.1953,279216.5419,285092.9542,290863.8433,298628.1811,307221.38,315176.834,322828.5232,328878.0147,333795.8813,338187.5254,344409.9065,351186.0378,359878.8936,370452.3696,376522.0904,391696.5854,399613.3241,401254.7754,396903.7737
394521,"Dayton, OH",0,103942.7447,104237.2868,105077.2145,105617.6499,106218.6093,105920.1801,106402.1973,106337.6627,105999.7072,105653.1187,105124.3384,104690.8808,105002.3377,104805.3098,105414.1133,105846.9476,105770.7732,105625.7602,105616.2515,105730.6982,105267.2682,105540.1274,105464.9182,105989.5353,107695.4279,109998.508,110353.4913,110829.5328,111142.1733,110823.8693,111087.4907,112036.492,112143.5929,113092.3687,113506.0863,114120.6182,113029.3774,113901.8555,114315.2295,115575.1854,116471.2008,117129.9809,118159.743,119028.3173,119962.0221,119873.234,121350.4751,121823.8487,122304.3314,123139.7282,124261.7109,125265.5061,126104.1432,127597.438,127169.7582,127506.2741,127930.6965,128507.9142,129123.4794,128483.2369,129691.0941,130254.299,131345.5897,133542.6092,134609.4541,133922.3741,134944.632,135366.1541,136070.5405,136892.9276,137060.5726,137491.9983,138877.2353,141442.5284,143181.7263,143243.5416,145249.1245,146173.542,147372.1172,150091.7219,151215.2846,152886.5541,154478.5712,155793.6631,157759.1903,160879.3876,164032.8547,167439.3046,169755.7259,171722.5886,173574.2608,175530.813,177096.6371,177730.5431,176531.1763,180372.5675,184321.8424,186871.5877,189157.1512,190676.4368,191509.0525,191489.22
394528,"Daytona Beach, FL",149462.3374,151930.0913,151453.903,152611.0138,152415.1248,152567.6026,153099.859,152823.0263,153935.6283,155151.5906,155056.2572,156218.8148,155931.465,155580.3799,158167.9377,158071.6242,160367.1704,161774.3607,162799.8999,164547.4413,165254.8382,165012.4239,165594.3347,166908.0063,168872.2313,168083.1952,169859.5548,172041.2994,173477.0876,175899.7451,177262.0146,178776.0632,179188.9967,181947.5453,182723.3924,183654.8753,183578.2811,187139.52,189247.6571,191729.0392,193229.9023,193733.5949,194755.5572,196549.5913,199010.412,200488.3893,201337.6979,202559.6908,201932.5199,204896.1914,206035.3758,207930.4995,208656.2066,209205.3094,210176.1686,211483.7844,211043.1649,210911.3244,212082.6871,213802.6574,214195.0212,213953.7489,217730.0379,218739.7133,219142.8144,220862.4163,222114.9671,222948.5978,223777.1835,224495.1046,224468.5058,225369.9538,226826.7681,228427.5579,228125.6488,230852.4066,230480.5911,231674.8844,231915.617,233037.5984,235675.9461,238798.9551,240356.7061,243727.8872,244530.0772,251032.8753,255753.7992,260557.0682,267503.3536,274328.6532,284383.4967,294160.3254,300473.6144,303772.4944,307854.4451,316022.417,324419.9564,330992.0794,339311.5012,351509.08,358109.6689,360515.0192,363046.664
